payment_id;price;code;payment_channel;name;surname;email;gsm_number;merchant_num;merchant_name;transaction_date;item_name
126;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;14.10.2021 14:43:00;Philips HR1388/50 Salata Ustası
371;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;14.10.2021 14:27:00;Kingston USB
995;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;14.10.2021 14:21:00;HDMI Cable
517;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;14.10.2021 10:16:00;Kingston USB
740;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;13.10.2021 13:01:00;HDMI Cable
280;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;13.10.2021 12:59:00;Kingston USB
851;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;13.10.2021 11:44:00;HDMI Cable
908;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;13.10.2021 10:48:00;Kingston USB
823;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;04.10.2021 11:25:00;HDMI Cable
536;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;01.10.2021 18:15:00;Philips HR1388/50 Salata Ustası
1;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374093;ucakciniz.com;01.10.2021 18:14:00;Kingston USB
439;0.1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;29.09.2021 23:02:00;HDMI Cable
865;1;TRY;WEB;John;Doe;kemal.sunal@yahoo.co.uk;9,05E+11;1;test merchant;27.09.2021 17:10:00;Philips HR1388/50 Salata Ustası
828;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:13:00;Fakir Ceremony Çamaşır Makinesi
220;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:12:00;Philips AT610/14 AquaTouch Islak Kuru Tra_ Makinesi
989;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:12:00;Kingston USB
851;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:11:00;HDMI Cable
645;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:11:00;Philips AT610/14 AquaTouch Islak Kuru Tra_ Makinesi
985;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:05:00;Philips HR1388/50 Salata Ustası
371;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:05:00;Philips AT610/14 AquaTouch Islak Kuru Tra_ Makinesi
721;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:04:00;Philips HR1388/50 Salata Ustası
693;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:03:00;Philips HR1388/50 Salata Ustası
404;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 16:01:00;Fakir Ceremony Çamaşır Makinesi
246;1;TRY;WEB;John;Doe;kemal.sunal@yahoo.co.uk;9,05E+11;1;test merchant;27.09.2021 15:33:00;Fakir Ceremony Çamaşır Makinesi
639;1;TRY;WEB;John;Doe;kemal.sunal@yahoo.co.uk;9,05E+11;1;test merchant;27.09.2021 15:33:00;Fakir Ceremony Çamaşır Makinesi
345;1;TRY;WEB;John;Doe;kemal.sunal@yahoo.co.uk;9,05E+11;1;test merchant;27.09.2021 15:30:00;TEFAL Secure 5 DŸdŸklŸ Tencere 6 Lt
146;5;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;27.09.2021 15:24:00;Janome Flower 313 Diki_ Makinesi
754;5;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;27.09.2021 15:24:00;Philips HR1388/50 Salata Ustası
814;5;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;27.09.2021 15:16:00;Philips HR1388/50 Salata Ustası
363;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 15:15:00;Philips HR1388/50 Salata Ustası
588;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;27.09.2021 15:15:00;Philips GC4870/26 200gr Azur Buharlı †tŸ
424;5;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;27.09.2021 15:10:00;Philips GC4870/26 200gr Azur Buharlı †tŸ
307;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;27.09.2021 15:10:00;Philips GC4870/26 200gr Azur Buharlı †tŸ
6;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;27.09.2021 15:09:00;Philips HR1855/00 Viva Collection Katı Meyve Sıkacağı
762;1;TRY;WEB;John;Doe;kemal.sunal@yahoo.co.uk;9,05E+11;1;test merchant;27.09.2021 13:52:00;Philips HR1855/00 Viva Collection Katı Meyve Sıkacağı
138;1;TRY;WEB;John;Doe;kemal.sunal@yahoo.co.uk;9,05E+11;1;test merchant;27.09.2021 13:45:00;Philips AT610/14 AquaTouch Islak Kuru Trağ Makinesi
116;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;27.09.2021 13:39:00;Fakir Ceremony Çamaşır Makinesi
966;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;27.09.2021 09:15:00;Müthiş Pilot Kalem
457;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;24.09.2021 15:51:00;Müthiş Pilot Kalem
931;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;24.09.2021 15:50:00;Müthiş Pilot Kalem
673;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;24.09.2021 15:48:00;Müthiş Pilot Kalem
32;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;24.09.2021 15:40:00;Philips HR1388/50 Salata Ustası
717;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;24.09.2021 13:44:00;Philips HR1388/50 Salata Ustası
300;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;24.09.2021 13:43:00;Philips HR1388/50 Salata Ustası
243;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;24.09.2021 13:43:00;IYZICO TEST ILANI 1-TL
655;1.02;TRY;MOBILE;Tarık;Akan;tarik.akan@yahoo.com;5555555555;373946;fund merchant;24.09.2021 13:43:00;IYZICO TEST ILANI 1-TL
395;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;24.09.2021 12:03:00;IYZICO TEST ILANI 1-TL
142;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;24.09.2021 12:01:00;IYZICO TEST ILANI 1-TL
11;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;23.09.2021 17:11:00;IYZICO TEST ILANI 1-TL
32;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;23.09.2021 13:00:00;IYZICO TEST ILANI 1-TL
773;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;23.09.2021 11:24:00;Philips HR1388/50 Salata Ustası
833;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;23.09.2021 11:23:00;Philips GC4870/26 200gr Azur Buharlı †tŸ
550;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;22.09.2021 20:58:00;IYZICO TEST ILANI 1-TL
136;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;22.09.2021 20:50:00;IYZICO TEST ILANI 1-TL
842;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;22.09.2021 20:48:00;Bambum Pinoli Nihale
856;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;22.09.2021 18:08:00;IYZICO TEST ILANI 1-TL
882;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;22.09.2021 17:52:00;IYZICO TEST ILANI 1-TL
882;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;22.09.2021 17:47:00;IYZICO TEST ILANI 1-TL
23;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;22.09.2021 17:46:00;IYZICO TEST ILANI 1-TL
228;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;22.09.2021 17:43:00;IYZICO TEST ILANI 1-TL
317;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;22.09.2021 17:27:00;IYZICO TEST ILANI 1-TL
895;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;22.09.2021 16:26:00;IYZICO TEST ILANI 1-TL
553;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;22.09.2021 16:11:00;IYZICO TEST ILANI 1-TL
283;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;22.09.2021 16:00:00;Müthiş Pilot Kalem
501;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;22.09.2021 15:48:00;!!!! Nefis D682 G Pro Lite
879;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;22.09.2021 13:46:00;IYZICO TEST ILANI 1-TL
194;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;22.09.2021 12:17:00;Müthiş Pilot Kalem
49;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;22.09.2021 12:15:00;Müthiş Pilot Kalem
647;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;22.09.2021 12:08:00;Müthiş Pilot Kalem
805;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;21.09.2021 10:07:00;!!!! Nefis D682 G Pro Lite
828;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 23:24:00;Müthiş Pilot Kalem
421;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 23:21:00;!!!! Nefis D682 G Pro Lite
149;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;20.09.2021 17:47:00;!!!! Nefis D682 G Pro Lite
224;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;20.09.2021 17:43:00;!!!! Nefis D682 G Pro Lite
489;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;20.09.2021 17:38:00;!!!! Nefis D682 G Pro Lite
151;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;20.09.2021 17:28:00;masa šrtŸsŸ
520;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;20.09.2021 17:24:00;IYZICO TEST ILANI 1-TL
552;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 17:03:00;IYZICO TEST ILANI 1-TL
998;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 16:59:00;!!!! Nefis D682 G Pro Lite
492;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 16:56:00;!!!! Nefis D682 G Pro Lite
629;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 16:53:00;masa šrtŸsŸ-2
430;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 16:53:00;!!!! Nefis D682 G Pro Lite
501;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 16:50:00;!!!! Nefis D682 G Pro Lite
523;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 16:45:00;!!!! Nefis D682 G Pro Lite
374;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 16:44:00;!!!! Nefis D682 G Pro Lite
157;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 14:26:00;!!!! Nefis D682 G Pro Lite
290;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 14:18:00;!!!! Nefis D682 G Pro Lite
799;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 14:13:00;!!!! Nefis D682 G Pro Lite
531;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 14:10:00;!!!! Nefis D682 G Pro Lite
875;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;20.09.2021 13:48:00;!!!! Nefis D682 G Pro Lite
568;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;20.09.2021 13:45:00;Müthiş Pilot Kalem
347;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;20.09.2021 13:43:00;Müthiş Pilot Kalem
933;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 11:36:00;Müthiş Pilot Kalem
821;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 11:27:00;Müthiş Pilot Kalem
564;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 11:12:00;Philips AT610/14 AquaTouch Islak Kuru Traş Makinesi
896;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 11:05:00;Philips AT610/14 AquaTouch Islak Kuru Traş Makinesi
310;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 11:04:00;DELL LATITUDE E6400 ANAKART SA_LAM
319;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 10:55:00;DELL LAT_TUDE E6400 ANAKART SA_LAM
643;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 10:53:00;IYZICO TEST ILANI 1-TL
556;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 10:51:00;IYZICO TEST ILANI 1-TL
546;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;20.09.2021 10:27:00;!!!! Nefis D682 G Pro Lite
626;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;17.09.2021 13:20:00;!!!! Nefis D682 G Pro Lite
650;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;17.09.2021 13:12:00;!!!! Nefis D682 G Pro Lite
707;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;17.09.2021 11:55:00;Fakir Ceremony Çamaşır Makinesi
899;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;17.09.2021 11:21:00;!!!! Nefis D682 G Pro Lite
966;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;17.09.2021 10:13:00;!!!! Nefis D682 G Pro Lite
934;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;17.09.2021 09:59:00;!!!! Nefis D682 G Pro Lite
162;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;16.09.2021 17:54:00;Müthiş Pilot Kalem
44;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;16.09.2021 16:06:00;Müthiş Pilot Kalem
824;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;15.09.2021 11:52:00;Müthiş Pilot Kalem
869;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;15.09.2021 11:44:00;Müthiş Pilot Kalem
955;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;14.09.2021 15:10:00;Pilot Kalem
929;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;14.09.2021 13:39:00;Müthiş Pilot Kalem
861;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;14.09.2021 12:25:00;Philips GC4870/26 200gr Azur Buharlı
114;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;14.09.2021 12:14:00;AlııverişBilgisayar‚evre BirimleriMouse
862;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;14.09.2021 11:28:00;Alı_veri_Ev Elektroni_iTelefonTelsiz
387;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;14.09.2021 11:24:00;!!!! Nefis D682 G Pro Lite
305;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;14.09.2021 10:47:00;!!!! Nefis D682 G Pro Lite
530;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;14.09.2021 10:43:00;!!!! Nefis D682 G Pro Lite
262;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;14.09.2021 10:23:00;!!!! Nefis D682 G Pro Lite
294;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;14.09.2021 09:59:00;!!!! Nefis D682 G Pro Lite
15;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;14.09.2021 09:57:00;!!!! Nefis D682 G Pro Lite
375;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;14.09.2021 09:56:00;!!!! Nefis D682 G Pro Lite
184;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;14.09.2021 09:54:00;!!!! Nefis D682 G Pro Lite
972;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;14.09.2021 09:46:00;MAĞAZA İLAN SAVAŞI
727;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;14.09.2021 09:07:00;MAĞAZA İLAN SAVAŞI
129;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;14.09.2021 09:07:00;MAĞAZA İLAN SAVAŞI
974;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 20:58:00;MAĞAZA İLAN SAVAŞI
96;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 18:23:00;MAĞAZA İLAN SAVAŞI
659;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 18:21:00;BİREYSEL İLAN SAVAŞI
64;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 18:05:00;BİREYSEL İLAN SAVAŞI
430;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 18:04:00;BİREYSEL İLAN SAVAŞI
639;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 18:03:00;BİREYSEL İLAN SAVAŞI
288;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 18:01:00;BİREYSEL İLAN SAVAŞI
977;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:53:00;BİREYSEL İLAN SAVAŞI
159;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;13.09.2021 17:51:00;BİREYSEL İLAN SAVAŞI
103;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:49:00;BİREYSEL İLAN SAVAŞI
320;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;13.09.2021 17:49:00;BİREYSEL İLAN SAVAŞI
861;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:48:00;BİREYSEL İLAN SAVAŞI
893;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;374042;commons.com;13.09.2021 17:42:00;BİREYSEL İLAN SAVAŞI
617;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 17:40:00;BİREYSEL İLAN SAVAŞI
280;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 17:40:00;Kingston USB
783;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 17:35:00;Kingston USB
462;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:23:00;Kingston USB
659;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:22:00;BİREYSEL İLAN SAVAŞI
946;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:08:00;!!!! Nefis D682 G Pro Lite
302;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:07:00;!!!! Nefis D682 G Pro Lite
215;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:06:00;!!!! Nefis D682 G Pro Lite
832;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:06:00;!!!! Nefis D682 G Pro Lite
671;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:00:00;BİREYSEL İLAN SAVAŞI
62;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 17:00:00;BİREYSEL İLAN SAVAŞI
216;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 16:53:00;Kingston USB
396;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 16:37:00;HDMI Cable
552;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 16:35:00;Müthiş Pilot Kalem
201;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 16:33:00;IYZICO TEST ILANI 1-TL
934;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 16:31:00;IYZICO TEST ILANI 1-TL
722;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 16:30:00;!!!! Nefis D682 G Pro Lite
52;1;TRY;WEB;John;Doe;email@email.com;9,05E+11;1;test merchant;13.09.2021 16:28:00;!!!! Nefis D682 G Pro Lite
302;1;TRY;WEB;Test Name;Test Surname;menitrust@yahoo.com;5555555555;1;test merchant;13.09.2021 16:19:00;!!!! Nefis D682 G Pro Lite
411;1;TRY;WEB;John;Doe;tryharder@gmail.com;9,05E+11;1;test merchant;13.09.2021 16:10:00;!!!! Nefis D682 G Pro Lite
